  0.0000 271.8038 269.1321 267.1692 261.9822 258.2307 250.8198 245.5193 236.2721 229.7564 219.1214 211.7882 200.2710 192.5857 180.7554 173.2358 161.7428 154.9494 144.5651 139.1078 130.7384 127.2121 121.7672 120.5685 118.6684 119.8186 121.5560 124.7242 129.7081 134.4501 142.1051 148.1002 157.8994 164.9963 176.5389 184.7094 197.7199 206.9985 221.2823 231.7055 247.0961 258.6535 274.9523 287.5282 304.4491 317.8003 334.9628 348.7318 365.6824 379.4244 395.6707 408.8949 423.9419 436.1550 449.5324 460.2657 471.5457 480.3799 489.1959 495.7823 501.8396 505.9087 508.9940 510.3709 510.3709 508.9940 505.9087 501.8396 495.7823 489.1959 480.3799 471.5457 460.2657 449.5324 436.1550 423.9419 408.8949 395.6707 379.4244 365.6824 348.7318 334.9628 317.8003 304.4491 287.5282 274.9523 258.6535 247.0961 231.7055 221.2823 206.9985 197.7199 184.7094 176.5389 164.9963 157.8994 148.1002 142.1051 134.4501 129.7081 124.7242 121.5560 119.8186 118.6684 120.5685 121.7672 127.2121 130.7384 139.1078 144.5651 154.9494 161.7428 173.2358 180.7554 192.5857 200.2710 211.7882 219.1214 229.7564 236.2721 245.5193 250.8198 258.2307 261.9822 267.1692 269.1321 271.8038   0.0000 
271.8038 271.7614 269.0904 267.1279 261.9420 258.1913 250.7820 245.4827 236.2374 229.7233 219.0906 211.7595 200.2450 192.5621 180.7348 173.2178 161.7279 154.9371 144.5557 139.1006 130.7336 127.2089 121.7657 120.5678 118.6683 119.8186 121.5556 124.7232 129.7061 134.4471 142.1009 148.0950 157.8933 164.9893 176.5313 184.7014 197.7117 206.9902 221.2742 231.6975 247.0885 258.6462 274.9455 287.5217 304.4432 317.7947 334.9578 348.7272 365.6784 379.4208 395.6678 408.8925 423.9402 436.1538 449.5318 460.2656 471.5460 480.3806 489.1969 495.7836 501.8411 505.9104 508.9958 510.3727 510.3727 508.9958 505.9104 501.8411 495.7836 489.1969 480.3806 471.5460 460.2656 449.5318 436.1538 423.9402 408.8925 395.6678 379.4208 365.6784 348.7272 334.9578 317.7947 304.4432 287.5217 274.9455 258.6462 247.0885 231.6975 221.2742 206.9902 197.7117 184.7014 176.5313 164.9893 157.8933 148.0950 142.1009 134.4471 129.7061 124.7232 121.5556 119.8186 118.6683 120.5678 121.7657 127.2089 130.7336 139.1006 144.5557 154.9371 161.7279 173.2178 180.7348 192.5621 200.2450 211.7595 219.0906 229.7233 236.2374 245.4827 250.7820 258.1913 261.9420 267.1279 269.0904 271.7614 271.8038 
269.1321 269.0904 266.4583 264.5239 259.4081 255.7051 248.3850 243.1490 234.0009 227.5661 217.0329 209.7972 198.3827 190.8101 179.0811 171.6843 160.2880 153.6233 143.3208 137.9897 129.6632 126.2368 120.7606 119.6066 117.5807 118.7104 120.2365 123.3288 128.0428 132.6694 140.0230 145.8766 155.3678 162.3129 173.5611 181.5843 194.3256 203.4721 217.5174 227.8306 243.0128 254.4821 270.5957 283.1011 299.8528 313.1461 330.1520 343.8719 360.6779 374.3776 390.4928 403.6813 418.6128 430.7966 444.0757 454.7862 465.9859 474.8032 483.5574 490.1310 496.1458 500.2064 503.2697 504.6435 504.6435 503.2697 500.2064 496.1458 490.1310 483.5574 474.8032 465.9859 454.7862 444.0757 430.7966 418.6128 403.6813 390.4928 374.3776 360.6779 343.8719 330.1520 313.1461 299.8528 283.1011 270.5957 254.4821 243.0128 227.8306 217.5174 203.4721 194.3256 181.5843 173.5611 162.3129 155.3678 145.8766 140.0230 132.6694 128.0428 123.3288 120.2365 118.7104 117.5807 119.6066 120.7606 126.2368 129.6632 137.9897 143.3208 153.6233 160.2880 171.6843 179.0811 190.8101 198.3827 209.7972 217.0329 227.5661 234.0009 243.1490 248.3850 255.7051 259.4081 264.5239 266.4583 269.0904 269.1321 
267.1692 267.1279 264.5239 262.6155 257.5480 253.8905 246.6336 241.4618 232.3915 226.0433 215.6018 208.4767 197.1651 189.7230 178.0995 170.8452 159.5502 153.0324 142.8161 137.6241 129.3428 126.0218 120.5147 119.4052 117.2543 118.3606 119.6805 122.6962 127.1567 131.6751 138.7600 144.4899 153.7226 160.5427 171.5595 179.4690 192.0133 201.0657 214.9492 225.1906 240.2426 251.6598 267.6683 280.1377 296.8017 310.0701 326.9992 340.6999 357.4368 371.1200 387.1730 400.3475 415.2242 427.3960 440.6284 451.3294 462.4915 471.3021 480.0277 486.5960 492.5906 496.6472 499.7000 501.0724 501.0724 499.7000 496.6472 492.5906 486.5960 480.0277 471.3021 462.4915 451.3294 440.6284 427.3960 415.2242 400.3475 387.1730 371.1200 357.4368 340.6999 326.9992 310.0701 296.8017 280.1377 267.6683 251.6598 240.2426 225.1906 214.9492 201.0657 192.0133 179.4690 171.5595 160.5427 153.7226 144.4899 138.7600 131.6751 127.1567 122.6962 119.6805 118.3606 117.2543 119.4052 120.5147 126.0218 129.3428 137.6241 142.8161 153.0324 159.5502 170.8452 178.0995 189.7230 197.1651 208.4767 215.6018 226.0433 232.3915 241.4618 246.6336 253.8905 257.5480 262.6155 264.5239 267.1279 267.1692 
261.9822 261.9420 259.4081 257.5480 252.6099 249.0447 241.9595 236.9177 228.0401 221.8543 211.6148 204.6836 193.5775 186.3558 174.9383 167.9280 156.8336 150.5770 140.5351 135.5981 127.4169 124.2986 118.7542 117.7448 115.3774 116.4566 117.3843 120.2547 124.1903 128.4741 134.9615 140.4016 149.0186 155.5262 165.9504 173.5540 185.5535 194.3298 207.7267 217.7355 232.3591 243.5887 259.2180 271.5383 287.8599 301.0082 317.6221 331.2217 347.6683 361.2645 377.0544 390.1554 404.7997 416.9113 429.9455 440.5992 451.5999 460.3749 468.9774 475.5199 481.4306 485.4711 488.4814 489.8483 489.8483 488.4814 485.4711 481.4306 475.5199 468.9774 460.3749 451.5999 440.5992 429.9455 416.9113 404.7997 390.1554 377.0544 361.2645 347.6683 331.2217 317.6221 301.0082 287.8599 271.5383 259.2180 243.5887 232.3591 217.7355 207.7267 194.3298 185.5535 173.5540 165.9504 155.5262 149.0186 140.4016 134.9615 128.4741 124.1903 120.2547 117.3843 116.4566 115.3774 117.7448 118.7542 124.2986 127.4169 135.5981 140.5351 150.5770 156.8336 167.9280 174.9383 186.3558 193.5775 204.6836 211.6148 221.8543 228.0401 236.9177 241.9595 249.0447 252.6099 257.5480 259.4081 261.9420 261.9822 
258.2307 258.1913 255.7051 253.8905 249.0447 245.5709 238.6158 233.7092 224.9915 218.9846 208.9312 202.2219 191.3200 184.3564 173.1526 166.4275 155.5446 149.5865 139.7279 135.0722 126.9955 124.0918 118.5100 117.5994 115.0121 116.0551 116.5919 119.3113 122.7433 126.8022 132.7439 137.9242 146.0103 152.2548 162.1989 169.5606 181.1482 189.7213 202.7787 212.6314 226.9824 238.0996 253.5095 265.7517 281.8921 294.9861 311.4434 325.0018 341.3087 354.8708 370.5362 383.6089 398.1447 410.2334 423.1756 433.8110 444.7368 453.4974 462.0424 468.5739 474.4452 478.4785 481.4688 482.8333 482.8333 481.4688 478.4785 474.4452 468.5739 462.0424 453.4974 444.7368 433.8110 423.1756 410.2334 398.1447 383.6089 370.5362 354.8708 341.3087 325.0018 311.4434 294.9861 281.8921 265.7517 253.5095 238.0996 226.9824 212.6314 202.7787 189.7213 181.1482 169.5606 162.1989 152.2548 146.0103 137.9242 132.7439 126.8022 122.7433 119.3113 116.5919 116.0551 115.0121 117.5994 118.5100 124.0918 126.9955 135.0722 139.7279 149.5865 155.5446 166.4275 173.1526 184.3564 191.3200 202.2219 208.9312 218.9846 224.9915 233.7092 238.6158 245.5709 249.0447 253.8905 255.7051 258.1913 258.2307 
250.8198 250.7820 248.3850 246.6336 241.9595 238.6158 231.8991 227.1868 218.7514 212.9926 203.2467 196.8318 186.2515 179.6247 168.7507 162.4020 151.8489 146.2958 136.7364 132.4774 124.6039 122.0230 116.4623 115.7302 112.9085 113.9387 113.9640 116.4779 119.1692 122.8686 127.9279 132.6490 139.8018 145.5427 154.5732 161.4360 172.1741 180.2925 192.5862 202.0521 215.7293 226.5331 241.3481 253.3417 268.9491 281.8440 297.8176 311.2130 327.0804 340.5070 355.7771 368.7375 382.9262 394.9241 407.5713 418.1357 428.8223 437.5296 445.8930 452.3870 458.1356 462.1461 465.0745 466.4310 466.4310 465.0745 462.1461 458.1356 452.3870 445.8930 437.5296 428.8223 418.1357 407.5713 394.9241 382.9262 368.7375 355.7771 340.5070 327.0804 311.2130 297.8176 281.8440 268.9491 253.3417 241.3481 226.5331 215.7293 202.0521 192.5862 180.2925 172.1741 161.4360 154.5732 145.5427 139.8018 132.6490 127.9279 122.8686 119.1692 116.4779 113.9640 113.9387 112.9085 115.7302 116.4623 122.0230 124.6039 132.4774 136.7364 146.2958 151.8489 162.4020 168.7507 179.6247 186.2515 196.8318 203.2467 212.9926 218.7514 227.1868 231.8991 238.6158 241.9595 246.6336 248.3850 250.7820 250.8198 
245.5193 245.4827 243.1490 241.4618 236.9177 233.7092 227.1868 222.6833 214.4944 209.0118 199.5518 193.4737 183.2091 176.9723 166.4340 160.5177 150.3022 145.2000 135.9401 132.1028 124.4209 122.1636 116.6024 116.0295 112.9500 113.9412 113.4454 115.7386 117.7130 121.0654 125.3121 129.6193 135.9551 141.2667 149.5415 156.0033 166.0849 173.8625 185.6126 194.8128 208.0530 218.6635 233.1293 244.9879 260.3089 273.1089 288.8390 302.1645 317.8206 331.1939 346.2800 359.1989 373.2289 385.1941 397.7075 408.2461 418.8241 427.5111 435.7915 442.2704 447.9626 451.9636 454.8634 456.2165 456.2165 454.8634 451.9636 447.9626 442.2704 435.7915 427.5111 418.8241 408.2461 397.7075 385.1941 373.2289 359.1989 346.2800 331.1939 317.8206 302.1645 288.8390 273.1089 260.3089 244.9879 233.1293 218.6635 208.0530 194.8128 185.6126 173.8625 166.0849 156.0033 149.5415 141.2667 135.9551 129.6193 125.3121 121.0654 117.7130 115.7386 113.4454 113.9412 112.9500 116.0295 116.6024 122.1636 124.4209 132.1028 135.9401 145.2000 150.3022 160.5177 166.4340 176.9723 183.2091 193.4737 199.5518 209.0118 214.4944 222.6833 227.1868 233.7092 236.9177 241.4618 243.1490 245.4827 245.5193 
236.2721 236.2374 234.0009 232.3915 228.0401 224.9915 218.7514 214.4944 206.6629 201.5066 192.4583 186.7764 176.9619 171.1864 161.1275 155.7304 146.0086 141.4628 132.6730 129.3804 122.0708 120.2666 114.8742 114.5736 111.3530 112.3664 111.3632 113.4112 114.5393 117.4142 120.5628 124.2212 129.3197 133.8877 140.8986 146.6032 155.4832 162.5611 173.2232 181.8241 194.1032 204.2248 217.8447 229.3147 243.8861 256.3786 271.4403 284.5219 299.5820 312.7611 327.3199 340.0838 353.6552 365.4979 377.6241 388.0681 398.3330 406.9498 414.9937 421.4245 426.9583 430.9313 433.7514 435.0953 435.0953 433.7514 430.9313 426.9583 421.4245 414.9937 406.9498 398.3330 388.0681 377.6241 365.4979 353.6552 340.0838 327.3199 312.7611 299.5820 284.5219 271.4403 256.3786 243.8861 229.3147 217.8447 204.2248 194.1032 181.8241 173.2232 162.5611 155.4832 146.6032 140.8986 133.8877 129.3197 124.2212 120.5628 117.4142 114.5393 113.4112 111.3632 112.3664 111.3530 114.5736 114.8742 120.2666 122.0708 129.3804 132.6730 141.4628 146.0086 155.7304 161.1275 171.1864 176.9619 186.7764 192.4583 201.5066 206.6629 214.4944 218.7514 224.9915 228.0401 232.3915 234.0009 236.2374 236.2721 
229.7564 229.7233 227.5661 226.0433 221.8543 218.9846 212.9926 209.0118 201.5066 196.7199 188.0612 182.8327 173.4580 168.2076 158.6242 153.8059 144.5681 140.6176 132.2676 129.5219 122.5247 121.1360 115.8311 115.7402 112.3007 113.2771 111.7230 113.4974 113.7936 116.2092 118.3420 121.4210 125.4309 129.3687 135.3227 140.4170 148.3535 154.9008 164.7747 172.9559 184.6010 194.4127 207.5272 218.7772 232.9392 245.2772 260.0001 272.9732 287.7489 300.8509 315.1684 327.8760 341.2427 353.0429 364.9979 375.4093 385.5364 394.1287 402.0687 408.4829 413.9476 417.9113 420.6971 422.0381 422.0381 420.6971 417.9113 413.9476 408.4829 402.0687 394.1287 385.5364 375.4093 364.9979 353.0429 341.2427 327.8760 315.1684 300.8509 287.7489 272.9732 260.0001 245.2772 232.9392 218.7772 207.5272 194.4127 184.6010 172.9559 164.7747 154.9008 148.3535 140.4170 135.3227 129.3687 125.4309 121.4210 118.3420 116.2092 113.7936 113.4974 111.7230 113.2771 112.3007 115.7402 115.8311 121.1360 122.5247 129.5219 132.2676 140.6176 144.5681 153.8059 158.6242 168.2076 173.4580 182.8327 188.0612 196.7199 201.5066 209.0118 212.9926 218.9846 221.8543 226.0433 227.5661 229.7233 229.7564 
